scenario	screenshot	category	status	glyph_median_px	block_height_px	left_px	bottom_px	right_px	top_px	contrast_ratio	background	overflow	text_overlaps	ui_occlusions	failures	hierarchy	text
ko placement invalid	playmode-ko-placement-invalid-1280x800.png	ui-info	PASS	21.2	81.6	248.4	23.3	676.7	104.9	18.1	ui-image:조작 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/조작	게임패드 · 왼쪽 스틱으로 위치 이동/A 확정 · B 취소/Y 언어
ko placement valid	playmode-ko-placement-valid-1280x800.png	placement-world	PASS	17.8	41.5	314.6	180.8	385.2	222.4	11.1	world-badge:world.entrance 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/world.entrance 안내/안내 문구	출입구/보호
ko placement valid	playmode-ko-placement-valid-1280x800.png	placement-world	PASS	18.1	18.5	494.6	166.0	598.6	184.5	8.8	world-badge:world.required_path 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/world.required_path 안내/안내 문구	필수 통로
ko placement valid	playmode-ko-placement-valid-1280x800.png	placement-world	PASS	17.9	19.1	948.8	241.1	1201.8	260.2	10.9	world-badge:구조 신호대 전용 앵커 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/구조 신호대 전용 앵커 안내/안내 문구	전용 앵커 · 신호대 0/2
ko placement valid	playmode-ko-placement-valid-1280x800.png	placement-world	PASS	18.1	44.0	459.8	364.0	564.4	407.9	8.8	world-badge:배치 판정	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/배치 유령 · object.camp-structures/배치 판정/안내 문구	모닥불/설치 가능
ko placement valid	playmode-ko-placement-valid-1280x800.png	placement-world	FAIL	13.6	13.7	282.6	300.2	398.6	313.9	12.6	world-badge:증축 계획 지점 안내	0			height	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/현장형 창고·증축 계획 지점 placeholder/증축 계획 지점 안내/안내 문구	설비·증축 계획
ko placement valid	playmode-ko-placement-valid-1280x800.png	placement-world	PASS	18.1	44.0	767.2	153.3	937.1	197.2	11.9	world-badge:호환 건설 구역 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/호환 건설 구역 안내/안내 문구	일반 설비 구역/0.5m 바닥 스냅
ko placement valid	playmode-ko-placement-valid-1280x800.png	ui-info	PASS	16.0	49.8	28.5	725.9	247.1	775.7	18.1	ui-image:상태 HUD	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/날짜·상태	DAY 1/3 · 캠프 준비/허기 70 | 체력 100
ko placement valid	playmode-ko-placement-valid-1280x800.png	ui-info	PASS	19.5	47.2	845.8	674.4	1252.1	721.6	14.5	ui-image:상태 HUD	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/보유 자원	나무 12   돌 11   식량 0   표류물 10/신호대 0/2   도끼 없음   밧줄 없음
ko placement valid	playmode-ko-placement-valid-1280x800.png	ui-info	PASS	17.7	25.3	1019.8	49.7	1228.6	75.0	8.2	ui-image:언어 설정	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/언어 설정/라벨	한국어 → English
ko placement valid	playmode-ko-placement-valid-1280x800.png	ui-info	PASS	21.2	81.6	248.4	23.3	676.7	104.9	18.1	ui-image:조작 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/조작	게임패드 · 왼쪽 스틱으로 위치 이동/A 확정 · B 취소/Y 언어
qps-long placement valid	playmode-qps-long-placement-valid-1280x800.png	pseudo-long	FAIL	15.6	50.0	28.8	726.8	497.4	776.8	18.1	ui-image:상태 HUD	0			height	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/날짜·상태	⟦DÁY 1/3 · ⟦Cámp prépárátíóñáéíóú⟧/Húñgér 70 | Éñérgy 100áéíóúüñ¿¡áéíóúüñ⟧
qps-long placement valid	playmode-qps-long-placement-valid-1280x800.png	pseudo-long	FAIL	15.6	46.6	420.4	672.7	1252.0	719.3	14.5	ui-image:상태 HUD	0			height	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/상태 HUD/보유 자원	⟦Wóód 12   Stóñé 11   Fóód 0   Sálvágé 10/Sígñál 0/2   Áxé ⟦Ñóñé⟧   Rópé ⟦Ñóñé⟧áéíóúüñ¿¡áéíóúüñ¿¡áéíóúüñ¿¡áéíóú⟧
qps-long placement valid	playmode-qps-long-placement-valid-1280x800.png	pseudo-long	FAIL	17.1	25.5	972.2	50.6	1276.2	76.2	8.2	ui-image:언어 설정	0			bounds	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/언어 설정/라벨	⟦Éñglísh → Kóréáñáéíóú⟧
qps-long placement valid	playmode-qps-long-placement-valid-1280x800.png	pseudo-long	PASS	17.0	78.2	231.9	22.4	690.5	100.6	18.1	ui-image:조작 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Canvas · ui.survival-hud/조작 안내/조작	⟦⟦Gámépádá⟧ · Móvé wíth léft stíck/Á cóñfírm · B cáñcél/Y láñgúágéáéíóúüñ¿¡áéíóúüñ¿¡áéíóú⟧
qps-long placement valid	playmode-qps-long-placement-valid-1280x800.png	pseudo-long	PASS	23.5	105.9	227.4	143.8	470.5	249.7	11.1	world-badge:world.entrance 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/world.entrance 안내/안내 문구	⟦Kéép Éñtráñcé/Cléáráéíóúü⟧
qps-long placement valid	playmode-qps-long-placement-valid-1280x800.png	pseudo-long	PASS	23.4	70.3	454.2	136.7	639.1	207.0	8.8	world-badge:world.required_path 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/world.required_path 안내/안내 문구	⟦Réqúíréd Pátháéí⟧
qps-long placement valid	playmode-qps-long-placement-valid-1280x800.png	pseudo-long	FAIL	22.0	100.7	928.4	196.7	1220.1	297.4	10.9	world-badge:구조 신호대 전용 앵커 안내	1	pseudo-long:⟦Géñérál Fácílíty Gróúñd/0.5m Flóór Sñápáéíóúüñ¿¡áéíóúü⟧=23.7%		overflow,text-overlap	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/구조 신호대 전용 앵커 안내/안내 문구	⟦Dédícátéd Áñchór · Sígñál 0/2áéíóúüñ¿¡áé⟧
qps-long placement valid	playmode-qps-long-placement-valid-1280x800.png	pseudo-long	FAIL	22.0	99.5	352.6	333.2	670.7	432.7	8.8	world-badge:배치 판정	1			overflow	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/배치 유령 · object.camp-structures/배치 판정/안내 문구	⟦⟦Cámpfíréá⟧/Válíd Plácéméñtáéíóúü⟧
qps-long placement valid	playmode-qps-long-placement-valid-1280x800.png	pseudo-long	PASS	17.0	52.5	208.1	277.8	474.0	330.3	12.6	world-badge:증축 계획 지점 안내	0			none	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/현장형 창고·증축 계획 지점 placeholder/증축 계획 지점 안내/안내 문구	⟦Fácílítíés · Éxpáñsíóñáéíóúüñ⟧
qps-long placement valid	playmode-qps-long-placement-valid-1280x800.png	pseudo-long	FAIL	22.0	166.3	658.5	89.1	1047.3	255.4	11.9	world-badge:호환 건설 구역 안내	1	pseudo-long:⟦Dédícátéd Áñchór · Sígñál 0/2áéíóúüñ¿¡áé⟧=23.7%		overflow,text-overlap	[BOOTSTRAP] 김씨 생존기: 무인도/Runtime Placeholder World/호환 건설 구역 안내/안내 문구	⟦Géñérál Fácílíty Gróúñd/0.5m Flóór Sñápáéíóúüñ¿¡áéíóúü⟧
